file_id	library_strategy	project_id	sample_type	is_ffpe	plate_id	hospital	read_length	source_center	date_of_shipment	experimental_protocol_type	normal_control_proximity_to_tumor	platform	experimental_strategy	tumor_sample_weight	ratio_28s_18s	a260_a280_ratio	percent_gc_content0	library_name	instrument_model	design	center_name	volume	quantity	concentration	necrosis_percent	tumor_nuclei_percent
0c5a7182-55f3-4491-9620-2a2f98830f03	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A24H	University of Pittsburgh	48	23	2012-11-07	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	181	1.72	1.88	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	0	90
47ba1f67-87bf-4805-aa44-03e0de173601	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1915	MD Anderson Cancer Center	48	22	2011-07-27	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.68	1.7	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	30	70
438647e9-7dca-4e61-b01b-a02112d6d276	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1915	University Health Network, Toronto	48	22	2011-07-27	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	99	1.51	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	0	70
11f012cc-8e5a-4dfa-a60c-a34b9ac511f5	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1915	MD Anderson Cancer Center	48	22	2011-07-27	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.33	1.7	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	30	70
3111cf37-e905-447c-b848-801742f8857c	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2016	MD Anderson Cancer Center	48	22	2011-10-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.81	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2.13	0.16	30	70
19fb7351-3fff-419c-9c78-4e88ef8f3fa6	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1686	University of Pittsburgh	48	22	2011-04-20	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	215	1.95	1.8	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	3.74	0.14	30	70
660eeb60-bef0-4bf4-bfb2-9272654e9356	RNA-Seq	TCGA-HNSC	Solid Tissue Normal	NO	2016	MD Anderson Cancer Center	48	22	2011-10-12	mirVana (Allprep DNA) RNA	Distal (>2cm)	Illumina	RNA-Seq	NA	1.4	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2.13	0.16	NA	NA
5be7484e-90b7-48e2-864f-a4448418d8f3	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2081	MD Anderson Cancer Center	48	22	2011-12-14	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.5	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2.13	0.16	30	70
d3da7eac-38cf-43b0-bfca-8d21f4be7555	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2081	University Health Network, Toronto	48	22	2011-12-14	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	100	1.33	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2.13	0.16	0	90
07a5cf72-6af5-4b4f-b61d-d8c8724243b3	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1686	MD Anderson Cancer Center	48	22	2011-04-20	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.4	1.8	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.27	0.16	30	70
665e3e27-b429-47f6-8351-457c085b3639	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A24Z	University Health Network, Toronto	48	23	2012-12-19	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	80	1.78	1.85	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	1.95	0.15	5	70
c5e3cd46-5794-45b1-b23f-4ec6d7604f33	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2132	International Genomics Consortium	48	22	2012-01-11	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	8	1.68	NA	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	0	75
55100014-d9ca-4f19-bbc5-b0579e12d8fb	RNA-Seq	TCGA-HNSC	Solid Tissue Normal	NO	2016	MD Anderson Cancer Center	48	22	2011-10-12	mirVana (Allprep DNA) RNA	Distal (>2cm)	Illumina	RNA-Seq	NA	1.58	NA	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	NA	NA
a70cb676-e8a0-46f7-936d-6416b184f691	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1915	MD Anderson Cancer Center	48	22	2011-07-27	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.38	1.7	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2.13	0.16	30	70
5034b2ed-2eff-4d59-9480-ebd106fd525b	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A34R	St. University of Colorado Denver	48	23	2013-11-25	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.63	1.9	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	0	65
a9d20586-1996-47aa-9913-cf85425a49bb	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A24Z	MD Anderson Cancer Center	48	23	2012-12-19	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.57	2	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	30	70
72d32abc-041f-4e1f-a04a-226b51ce23c8	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1436	Johns Hopkins	50	22	2010-11-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	100	1.4	1.7	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	30	70
ed2ca509-1bbe-471b-8736-4cf22c29e696	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1686	MD Anderson Cancer Center	48	22	2011-04-20	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.26	1.8	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	0	75
0b84d6ba-1b5d-49e1-9a62-abaf24a2bcf6	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A34R	University of Schleswig-Holstein	48	23	2013-11-25	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	70	1.93	1.91	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	0	70
165ad504-72b1-4894-9a9e-c7525b5dd0cc	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A24Z	University Health Network, Toronto	48	23	2012-12-19	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	78	1.96	1.82	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.08	0.16	5	70
244f5bc0-2047-4c86-8914-ba7db4b97ea5	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A31N	Hartford	48	23	2013-07-24	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	105	1.93	1.83	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	0	90
58d964d8-163f-4459-a78a-2d4ac206a0f4	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1873	Vanderbilt University	48	22	2011-07-06	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	100	1.6	1.7	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	20	80
e81130aa-14b7-44ca-9313-de728211a395	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A34R	Fred Hutchinson	48	23	2013-11-25	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	150	1.47	1.94	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	10	40
a02946e0-0874-4d08-b7cc-ef2690360d6a	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1915	MD Anderson Cancer Center	48	22	2011-07-27	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.12	1.8	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	30	70
76aac4aa-f512-4711-ad83-3cf09f487de9	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1686	MD Anderson Cancer Center	48	22	2011-04-20	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	0.52	1.7	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	3.74	0.14	20	80
733d2949-f41b-4060-90cd-65784f73100a	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1436	University of Pittsburgh	50	22	2010-11-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	114	1.4	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	3.74	0.14	30	70
d2af51dc-984c-41b5-b6a8-495026632acc	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2016	Vanderbilt University	48	22	2011-10-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	50	1.78	NA	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	20	80
54477084-8ba3-4b16-8ee9-4d71f5f366df	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A30B	University of Pittsburgh	48	23	2013-06-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	145	1.27	1.84	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	1.95	0.15	10	70
ad1898c7-dc09-4014-a982-bc692bf4fa51	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A31N	MD Anderson Cancer Center	48	23	2013-07-24	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.21	1.89	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	NA	NA
a6ef515e-e182-433c-a9cc-9ba49ad2cb7b	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2081	University of Miami	48	22	2011-12-14	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	150	1.78	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	0	90
4f459bd2-83c3-4e1d-8c64-955a86d8df02	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2016	MD Anderson Cancer Center	48	22	2011-10-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.6	1.7	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	30	70
961961b3-81f8-45cd-a356-711df02dfb80	RNA-Seq	TCGA-HNSC	Solid Tissue Normal	NO	1915	MD Anderson Cancer Center	48	22	2011-07-27	mirVana (Allprep DNA) RNA	Distal (>2cm)	Illumina	RNA-Seq	NA	1.28	1.8	53	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	NA	NA
7be50c5e-78ed-4415-b367-0a87955365df	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2132	Vanderbilt University	48	22	2012-01-11	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	50	1.62	NA	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	20	80
114e21a6-5094-4cdd-8808-c8a305b0a82c	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2016	UNC	48	22	2011-10-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	196	1.77	NA	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2.13	0.16	10	70
1fe4aef9-653f-4c4d-b34a-28b6a26eac1d	RNA-Seq	TCGA-HNSC	Solid Tissue Normal	NO	2081	MD Anderson Cancer Center	48	22	2011-12-14	mirVana (Allprep DNA) RNA	Distal (>2cm)	Illumina	RNA-Seq	NA	2.1	NA	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	NA	NA
73b15898-6dcc-4d21-936f-c89be16240a4	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1686	MD Anderson Cancer Center	48	22	2011-04-20	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.7	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	3.74	0.14	0	75
7b4d24c1-7c69-4402-a9a2-72802a972dd1	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1514	MD Anderson Cancer Center	48	22	2011-01-19	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.61	1.8	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	0	75
9c81e429-a8de-474c-941d-b4f967c50ba0	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A28V	International Genomics Consortium	48	23	2013-04-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	52	1.68	1.87	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	3	90
6325a67a-8976-4aa3-a914-ade19a8aeb52	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A39I	Emory University - Winship Cancer Inst.	48	23	2014-04-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.4	1.9	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	0	95
f0bf1bcb-22d9-4bd4-9050-5d22dd766bed	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1873	University Of Michigan	48	22	2011-07-06	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	100	1.84	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	0	100
7d3497b1-4e45-468e-8ccc-39433b6c6002	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2016	MD Anderson Cancer Center	48	22	2011-10-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.66	NA	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	30	70
8909af62-13d9-4c55-99e0-fd0f685e52e9	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1915	University Health Network, Toronto	48	22	2011-07-27	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	109	1.36	1.8	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2.13	0.16	5	80
edadb0de-5323-46fd-a0b2-d2d58b08636a	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1686	University of Pittsburgh	48	22	2011-04-20	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	180	1.83	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	3.74	0.14	30	70
a529cd5f-234e-4dce-93c6-71ff279a0193	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2016	MD Anderson Cancer Center	48	22	2011-10-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.71	NA	53	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	30	70
91ba5c16-84ab-4565-8bf5-d9757bff1ae6	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2016	MD Anderson Cancer Center	48	22	2011-10-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.58	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	30	70
fcbe8910-3328-4768-be57-fb9c709ca00c	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A30B	University Health Network, Toronto	48	23	2013-06-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	130	1.79	1.85	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	1.95	0.15	0	70
2427ee05-b29b-4bba-8f1e-c9537a89b93c	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A34R	Emory University - Winship Cancer Inst.	48	23	2013-11-25	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	500	1.56	1.92	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	5	75
6ead5639-f9c7-4d75-b131-41136222d0c9	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2016	MD Anderson Cancer Center	48	22	2011-10-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.68	1.7	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	30	70
d3dffc10-ccf4-4393-9528-a6d957c348c5	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2081	MD Anderson Cancer Center	48	22	2011-12-14	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.66	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	30	70
fa42c9ff-6133-46d9-84c6-94c992ba23fb	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1686	University of Pittsburgh	48	22	2011-04-20	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	277	1.48	1.8	53	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	30	70
33ae4a18-29fb-4a8f-9378-7850f9a64bce	RNA-Seq	TCGA-HNSC	Solid Tissue Normal	NO	2016	MD Anderson Cancer Center	48	22	2011-10-12	mirVana (Allprep DNA) RNA	Distal (>2cm)	Illumina	RNA-Seq	NA	1.32	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	NA	NA
fa17de65-3296-4b77-98fd-34bcd81af874	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A31N	Emory University - Winship Cancer Inst.	48	23	2013-07-24	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	100	1.91	1.87	53	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	1	65
3f563860-9ff4-4686-9a50-d2370486b18b	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1915	MD Anderson Cancer Center	48	22	2011-07-27	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.68	1.7	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	30	70
4d18aa93-2a00-44ee-8c95-6837828dd076	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1915	University Health Network, Toronto	48	22	2011-07-27	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	90	1.4	1.8	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	0	70
2f37bbf9-deda-4531-a01f-f9a10ac12853	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1514	UNC	48	22	2011-01-19	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	125	1.89	1.8	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	0	70
09bc8c33-fcae-4610-8a67-201e8740d114	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A266	MD Anderson Cancer Center	48	23	2013-01-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	0.99	1.77	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.08	0.16	30	70
ba5e6a85-56c9-40b6-80af-90ca895db8c3	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2232	MD Anderson Cancer Center	48	22	2012-04-09	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.55	NA	48	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2.13	0.16	30	70
dd6c76a4-a8d7-43bb-b7d3-e48a8c95193f	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1686	University of Pittsburgh	48	22	2011-04-20	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	117	1.68	1.8	53	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	30	70
4b08e55f-f14c-4851-a7f8-452cdd11eae7	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A34R	Barretos Cancer Hospital	48	23	2013-11-25	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	74	1.43	1.81	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	0	80
5675c112-bcf7-4d94-8ac3-a10644471ff7	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2016	MD Anderson Cancer Center	48	22	2011-10-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	0.95	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	30	70
18d62349-40fa-4afc-9674-1c979c17b314	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A30B	Hartford	48	23	2013-06-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	270	1.77	1.87	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	0	80
d1ce1f38-ef87-4375-8ef6-7509e02baaa0	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1915	University of Pittsburgh	48	22	2011-07-27	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	340	1.64	1.8	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	30	70
7bef1490-7502-4fa7-a9ac-8763b4c977b6	RNA-Seq	TCGA-HNSC	Metastatic	NO	A39I	Barretos Cancer Hospital	48	23	2014-04-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	204	1.27	1.89	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	5	60
c3ced817-0adf-480b-9661-5c04868d43c6	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A34R	Barretos Cancer Hospital	48	23	2013-11-25	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	74	1.01	1.87	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	5	70
eec655f8-3d55-4552-93df-8f42a14a4aed	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2016	MD Anderson Cancer Center	48	22	2011-10-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.77	1.7	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	30	70
de83b978-0d39-4e7f-bf73-33be500ced59	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2081	University Of Michigan	48	22	2011-12-14	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	300	1.14	NA	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	0	90
96dedbed-efd6-48c9-b040-bfb3a8cabfe3	RNA-Seq	TCGA-HNSC	Solid Tissue Normal	NO	2132	MD Anderson Cancer Center	48	22	2012-01-11	mirVana (Allprep DNA) RNA	Distal (>2cm)	Illumina	RNA-Seq	NA	1.28	NA	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	NA	NA
889b4091-5cac-4714-91cb-7f23bff4944e	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A30B	UNC	48	23	2013-06-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	223	1.53	1.74	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.08	0.16	30	30
075eb3cb-4415-4454-9419-183ce48d9960	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2232	Fox Chase	48	22	2012-04-09	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.84	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	0	80
0184cc91-9693-4a14-ae8e-d219e211c09a	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A28V	Fred Hutchinson	48	23	2013-04-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	150	1.79	1.87	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	5	40
