file_id	library_strategy	project_id	sample_type	is_ffpe	plate_id	hospital	read_length	source_center	date_of_shipment	experimental_protocol_type	normal_control_proximity_to_tumor	platform	experimental_strategy	library_name	instrument_model	design	center_name	tumor_sample_weight	ratio_28s_18s	a260_a280_ratio	percent_gc_content	volume	quantity	concentration	necrosis_percent	tumor_nuclei_percent
20f32e26-cb0e-4026-b84e-a4c0e488ea2e	RNA-Seq	TCGA-READ	Primary Tumor	NO	1660	Indivumed	48	22	2011-04-06	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	100	1.4	1.8	48	26.7	4.01	0.15	20	70
5808d312-f3f5-4865-ad2e-61a2be9f6a16	RNA-Seq	TCGA-READ	Primary Tumor	NO	1119	Indivumed	76	22	2010-07-14	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.3	1.9	51	26.7	4.27	0.16	20	70
db82542f-db4b-4e59-8555-1765713e32cf	RNA-Seq	TCGA-READ	Primary Tumor	NO	1119	Christiana Healthcare	76	22	2010-07-14	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	390	1.2	1.8	53	26.7	3.74	0.14	5	90
5c0cd2a8-f5b7-486f-8762-3d82796009ac	RNA-Seq	TCGA-READ	Primary Tumor	NO	1660	Indivumed	48	22	2011-04-06	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	100	1.8	1.8	48	26.7	4.27	0.16	20	70
08b71bc1-d0ba-4b9f-9e4d-2e2145ed8542	RNA-Seq	TCGA-READ	Primary Tumor	NO	1119	Indivumed	76	22	2010-07-14	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.5	1.8	51	26.7	3.74	0.14	20	70
54c33b2f-6743-43c9-9bc3-8c05756d0285	RNA-Seq	TCGA-READ	Primary Tumor	NO	A083	Indivumed	76	23	2010-09-22	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.5	1.79	51	26.7	4.27	0.16	20	70
2275d7e4-2710-433b-964c-08517fde6fd5	RNA-Seq	TCGA-READ	Primary Tumor	NO	A32Z	Indivumed	48	23	2013-10-02	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	100	1.3	1.8	51	13	2.08	0.16	20	70
e6232451-7575-4733-9426-0935c2c29a6e	RNA-Seq	TCGA-READ	Primary Tumor	NO	1736	Indivumed	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	100	2	1.8	50	26.7	4.01	0.15	20	70
244f21fd-129d-4707-8cf4-0a1745ecebbb	RNA-Seq	TCGA-READ	Primary Tumor	NO	A00A	Indivumed	76	23	2010-03-08	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.8	1.67	52	26.7	4.01	0.15	20	70
baa45e1a-1420-430e-b7db-d87261711ac3	RNA-Seq	TCGA-READ	Primary Tumor	NO	0821	Indivumed	76	22	2010-02-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	0	1.8	52	26.7	4.01	0.15	20	70
8357059a-69ee-4d96-90eb-4c0952f2740d	RNA-Seq	TCGA-READ	Primary Tumor	NO	A00A	Indivumed	76	23	2010-03-08	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.3	1.8	52	26.7	4.01	0.15	20	70
7308bb8a-7006-4982-b11d-5471a0e9bab6	RNA-Seq	TCGA-READ	Primary Tumor	NO	1119	Indivumed	76	22	2010-07-14	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.5	1.8	52	26.7	4.01	0.15	20	70
68f918de-2e18-4ee9-a783-bb50f4f9aeb4	RNA-Seq	TCGA-READ	Primary Tumor	NO	1736	Greater Poland Cancer Center	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	231	1.94	1.8	49	26.7	3.74	0.14	5	95
039926ba-28dd-40b5-9567-d1186de37de5	RNA-Seq	TCGA-READ	Primary Tumor	NO	1928	International Genomics Consortium	48	22	2011-08-03	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	19	1.97	1.8	48	13.3	1.86	0.14	0	80
1adf2e02-c544-4966-8cd1-182e5517a50c	RNA-Seq	TCGA-READ	Primary Tumor	NO	1830	University of Pittsburgh	48	22	2011-06-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	150	1.48	1.7	50	13.3	2	0.15	0	75
078fec17-48c9-4d5e-9a05-405fe449f951	RNA-Seq	TCGA-READ	Primary Tumor	NO	A083	Indivumed	76	23	2010-09-22	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.4	1.96	49	26.7	4.01	0.15	20	70
90ffe88b-f3a7-4c8e-b4e8-91b7e4f9e8c9	RNA-Seq	TCGA-READ	Primary Tumor	NO	0821	Indivumed	76	22	2010-02-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.7	1.8	52	26.7	4.27	0.16	20	70
ccfccaf7-96a2-4e64-8e0d-585969fac95d	RNA-Seq	TCGA-READ	Primary Tumor	NO	A39D	Christiana Healthcare	48	23	2014-04-30	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	200	1.73	1.83	50	13	1.95	0.15	5	75
eef3089a-6ded-4b89-825e-4cb97d3e9a1a	RNA-Seq	TCGA-READ	Primary Tumor	NO	1830	ILSBio	48	22	2011-06-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	500	1.11	1.8	49	13.3	2	0.15	5	80
d3673eef-0654-49b8-af31-a216a0f9c0f2	RNA-Seq	TCGA-READ	Primary Tumor	NO	1736	Indivumed	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	100	1.1	1.8	49	26.7	4.27	0.16	20	70
31194670-516d-4266-9047-e5d06336959f	RNA-Seq	TCGA-READ	Solid Tissue Normal	NO	A32Z	Christiana Healthcare	48	23	2013-10-02	Allprep RNA Extraction	Distal (>2cm)	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	NA	1.46	1.8	50	13	2.08	0.16	NA	NA
d0761e81-d5f0-4d23-b391-82f04a258ac2	RNA-Seq	TCGA-READ	Primary Tumor	NO	0826	Indivumed	76	22	2010-02-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.2	1.8	53	26.7	4.01	0.15	20	70
5efeba5f-8a15-4a80-9363-3b736923cfeb	RNA-Seq	TCGA-READ	Primary Tumor	NO	A32Z	Roswell Park	48	23	2013-10-02	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	200	1.18	1.8	49	13	2.08	0.16	0	70
ffb9d1e5-2484-4534-ba00-cde7fd7dab07	RNA-Seq	TCGA-READ	Primary Tumor	NO	A002	Indivumed	76	23	2010-02-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.8	1.71	52	26.7	4.01	0.15	20	70
116c0a93-c509-46f9-b3cc-f249ad87c978	RNA-Seq	TCGA-READ	Primary Tumor	NO	1119	Indivumed	76	22	2010-07-14	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.3	1.8	53	26.7	4.01	0.15	20	70
4bcd5ea9-7947-407e-852b-e2edd05956dd	RNA-Seq	TCGA-READ	Primary Tumor	NO	1736	Harvard	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	225	2.3	1.8	49	26.7	4.54	0.17	5	75
a4b5ab23-bd53-44d9-9461-8886940847c5	RNA-Seq	TCGA-READ	Primary Tumor	NO	0905	Indivumed	76	22	2010-04-14	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.3	1.8	56	26.7	4.01	0.15	20	70
874f2c2f-f8be-470a-9ac7-8e964e5b7b97	RNA-Seq	TCGA-READ	Primary Tumor	NO	A155	University Of Michigan	48	23	2011-05-10	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	166	1.2	1.9	49	26.7	4.01	0.15	10	70
a429e723-ede9-4e2c-bdf9-60ab63211d2f	RNA-Seq	TCGA-READ	Primary Tumor	NO	A39D	Christiana Healthcare	48	23	2014-04-30	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	200	1.5	1.91	51	13	1.95	0.15	5	75
d9857359-e656-4ca7-b6e8-f779d20b1231	RNA-Seq	TCGA-READ	Primary Tumor	NO	1830	Asterand	48	22	2011-06-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	182	1.44	1.8	48	13.3	2	0.15	0	100
f78c59f3-c908-4da1-af7f-31c3c74b9478	RNA-Seq	TCGA-READ	Primary Tumor	NO	A083	Indivumed	76	23	2010-09-22	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.6	1.79	49	26.7	4.54	0.17	20	70
7b3da857-4339-4421-9c4a-fd5df47128c2	RNA-Seq	TCGA-READ	Primary Tumor	NO	1736	Roswell Park	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	200	1.58	1.7	47	26.7	4.27	0.16	0	70
574c4afe-e6ad-4d86-aa7b-31eb92a48664	RNA-Seq	TCGA-READ	Primary Tumor	NO	1830	Asterand	48	22	2011-06-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	810	1.57	1.8	49	13.3	1.86	0.14	0	90
60377214-6680-4186-a81b-1a9b5cd776e8	RNA-Seq	TCGA-READ	Primary Tumor	NO	1736	UNC	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	284	1.22	1.7	49	26.7	4.01	0.15	10	70
29c02bb2-5f2c-4c96-8458-48ebd0c1aed1	RNA-Seq	TCGA-READ	Solid Tissue Normal	NO	1660	Indivumed	48	22	2011-04-06	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	NA	1.57	1.7	48	26.7	3.74	0.14	NA	NA
64659d7d-b688-460b-b0aa-190e389e6676	RNA-Seq	TCGA-READ	Primary Tumor	NO	1830	International Genomics Consortium	48	22	2011-06-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	131	1.52	1.8	48	13.3	2	0.15	17	80
7810a350-22fc-4300-b760-a78efccfe48b	RNA-Seq	TCGA-READ	Primary Tumor	NO	1830	Asterand	48	22	2011-06-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	1256	1.62	1.7	49	13.3	2.13	0.16	2	80
47b33bbd-e905-44ac-b0f3-c9ad6e0d4a32	RNA-Seq	TCGA-READ	Primary Tumor	NO	A00A	Indivumed	76	23	2010-03-08	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.6	1.72	53	26.7	4.01	0.15	20	70
1c08b3cd-5bbf-45c9-9019-d5892404901a	RNA-Seq	TCGA-READ	Primary Tumor	NO	A00A	Indivumed	76	23	2010-03-08	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	NA	1.67	51	26.7	16.02	0.6	20	70
e3167ed4-da26-4786-a854-03edf768a637	RNA-Seq	TCGA-READ	Primary Tumor	NO	1119	Indivumed	76	22	2010-07-14	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.3	1.8	54	26.7	4.01	0.15	20	70
e9cb7ecd-24e2-4112-b495-de16ce4011d6	RNA-Seq	TCGA-READ	Primary Tumor	NO	1736	Indivumed	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	100	0.9	1.8	49	26.7	4.01	0.15	20	70
24dafdc4-52e0-4cd1-83a5-2ac04afc7a38	RNA-Seq	TCGA-READ	Primary Tumor	NO	1119	Indivumed	76	22	2010-07-14	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.3	1.8	52	26.7	3.74	0.14	20	70
99a5cc3d-87a8-411d-a861-6bb6741935b5	RNA-Seq	TCGA-READ	Primary Tumor	NO	1736	Greater Poland Cancer Center	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	595	1.71	1.8	50	26.7	3.74	0.14	5	100
a16ad35a-492e-4a51-8d05-76097a1dcf62	RNA-Seq	TCGA-READ	Primary Tumor	NO	0826	Indivumed	76	22	2010-02-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.6	1.8	52	26.7	4.01	0.15	20	70
91cbb888-04ae-4b08-b9b9-0c3d0a25d8c7	RNA-Seq	TCGA-READ	Primary Tumor	NO	0826	Indivumed	76	22	2010-02-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.7	1.8	52	26.7	4.01	0.15	20	70
a1a47bfd-4d84-496d-abe4-5a85e440910e	RNA-Seq	TCGA-READ	Primary Tumor	NO	0821	Indivumed	76	22	2010-02-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1	1.8	50	26.7	4.01	0.15	20	70
59848f77-6c73-4a46-85e1-943fcf6040e6	RNA-Seq	TCGA-READ	Primary Tumor	NO	1736	Christiana Healthcare	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	809	1.8	1.8	49	26.7	3.74	0.14	5	80
dfe29194-6e6c-455c-9cc4-98fdd874c0a1	RNA-Seq	TCGA-READ	Solid Tissue Normal	NO	1660	Christiana Healthcare	48	22	2011-04-06	Allprep RNA Extraction	Distal (>2cm)	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	NA	1.69	1.8	49	26.7	4.27	0.16	NA	NA
26a9a32a-ddd7-44ec-8f7f-3b4b95959d0b	RNA-Seq	TCGA-READ	Primary Tumor	NO	1119	Indivumed	76	22	2010-07-14	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.2	1.8	53	26.7	3.74	0.14	20	70
be80fb51-f36b-4c3a-95f1-c97883538e49	RNA-Seq	TCGA-READ	Primary Tumor	NO	A155	University Of Michigan	48	23	2011-05-10	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	253	1	1.71	50	26.7	4.27	0.16	0	80
67ce9fa8-ad21-489c-a30e-aad7c60ffdb4	RNA-Seq	TCGA-READ	Primary Tumor	NO	0821	Christiana Healthcare	76	22	2010-02-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	600	3.2	1.8	51	26.7	4.01	0.15	10	90
8b3dbacb-b51c-409f-a205-7f8f4df0e403	RNA-Seq	TCGA-READ	Primary Tumor	NO	0905	Indivumed	76	22	2010-04-14	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.3	1.8	57	26.7	3.74	0.14	20	70
3b0aa6d1-ecc2-438e-ae1c-5b2e8d4cb0ee	RNA-Seq	TCGA-READ	Solid Tissue Normal	NO	1736	Indivumed	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	NA	0.98	1.8	49	26.7	3.47	0.13	NA	NA
2e260c6d-51b6-4b3d-9e6a-8407dcab79ae	RNA-Seq	TCGA-READ	Primary Tumor	NO	1830	Roswell Park	48	22	2011-06-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	200	1.42	1.7	49	13.3	2	0.15	20	80
cecf29e8-c077-4deb-b2a7-91a5177fabec	RNA-Seq	TCGA-READ	Primary Tumor	NO	1660	Harvard	48	22	2011-04-06	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	150	1.6	1.8	48	26.7	4.01	0.15	5	70
0057b64d-ddd0-4c3e-81ad-082a1b70b940	RNA-Seq	TCGA-READ	Primary Tumor	NO	0905	Indivumed	76	22	2010-04-14	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.5	1.8	58	26.7	4.01	0.15	20	70
f3d04a3d-8c5d-406a-9687-005b303f6754	RNA-Seq	TCGA-READ	Primary Tumor	NO	0905	Indivumed	76	22	2010-04-14	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.3	1.8	57	26.7	4.01	0.15	20	70
d137bffb-2f99-4789-9c1d-51dfd0653f0e	RNA-Seq	TCGA-READ	Primary Tumor	NO	A00A	Indivumed	76	23	2010-03-08	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.7	1.78	52	26.7	4.01	0.15	20	70
fe9f7bd4-296f-4e3f-911a-c28d810c69fe	RNA-Seq	TCGA-READ	Solid Tissue Normal	NO	A32Z	Christiana Healthcare	48	23	2013-10-02	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	NA	1.54	1.8	51	13	1.82	0.14	NA	NA
f46d9d09-b5a0-4572-934e-1f7341eb32d4	RNA-Seq	TCGA-READ	Primary Tumor	NO	1830	International Genomics Consortium	48	22	2011-06-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	166	1.6	1.7	50	13.3	1.86	0.14	1	71
31f7fb2d-7ec1-4719-9f95-dbca8b338d5a	RNA-Seq	TCGA-READ	Solid Tissue Normal	NO	A32Z	Christiana Healthcare	48	23	2013-10-02	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	NA	1.48	1.8	51	13	1.95	0.15	NA	NA
1585ffc5-155d-4d74-b1ae-52be83d28275	RNA-Seq	TCGA-READ	Primary Tumor	NO	1928	MSKCC	48	22	2011-08-03	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	250	1.03	1.7	50	13.3	2	0.15	25	80
4446716f-467f-470a-a453-7410a1eab04b	RNA-Seq	TCGA-READ	Primary Tumor	NO	1736	Greater Poland Cancer Center	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	295	1.57	1.8	49	26.7	4.01	0.15	10	80
e5de35df-653f-4d8b-a0c4-8d98454a81e3	RNA-Seq	TCGA-READ	Solid Tissue Normal	NO	1736	Indivumed	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	NA	1.71	1.8	50	26.7	4.54	0.17	NA	NA
5e07c68c-2ad8-41ed-80d0-46332a4f2ac4	RNA-Seq	TCGA-READ	Primary Tumor	NO	1119	Indivumed	76	22	2010-07-14	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.4	1.8	52	26.7	3.74	0.14	20	70
232eef03-6187-4812-baeb-ceeb13ff7267	RNA-Seq	TCGA-READ	Primary Tumor	NO	0826	Indivumed	76	22	2010-02-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	0	1.8	52	26.7	4.54	0.17	20	70
43a81a03-a3b8-4bbe-8360-a1141e5d3dd1	RNA-Seq	TCGA-READ	Primary Tumor	NO	A00A	Indivumed	76	23	2010-03-08	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.8	1.66	52	26.7	4.01	0.15	20	70
c491e261-f808-48a1-b137-e133b6358f5c	RNA-Seq	TCGA-READ	Primary Tumor	NO	A32Y	University Of Michigan	48	23	2013-10-02	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	212	1.2	1.89	49	13	2.08	0.16	5	80
fec947ca-0fc8-4c6b-8201-5e1c62805203	RNA-Seq	TCGA-READ	Primary Tumor	NO	1736	Christiana Healthcare	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	748	1.54	1.8	51	26.7	4.01	0.15	5	90
2274820c-57f2-4b75-9add-95d4587650da	RNA-Seq	TCGA-READ	Primary Tumor	NO	A002	Indivumed	76	23	2010-02-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.5	1.73	51	26.7	4.01	0.15	20	70
603e5132-ef98-41e1-b7b8-cf099eaf3e5c	RNA-Seq	TCGA-READ	Primary Tumor	NO	0826	Indivumed	76	22	2010-02-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	0.8	1.9	51	26.7	4.01	0.15	20	70
62051b0b-7177-4953-94c1-6e555fe2deb6	RNA-Seq	TCGA-READ	Primary Tumor	NO	0821	Christiana Healthcare	76	22	2010-02-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	800	1.7	1.8	51	26.7	3.74	0.14	5	80
42e42589-4c6d-4f74-99ad-5ac589a52cf4	RNA-Seq	TCGA-READ	Primary Tumor	NO	1830	Christiana Healthcare	48	22	2011-06-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	262	1.2	1.7	49	13.3	2.13	0.16	5	75
928cb705-b3ba-4e29-a818-e7a1c8791770	RNA-Seq	TCGA-READ	Primary Tumor	NO	1660	MSKCC	48	22	2011-04-06	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	250	1.4	1.8	49	26.7	4.01	0.15	10	70
